year_month,month_of_release,passenger_type,direction,sex,age,estimate,standard_error,status
2014-10,2019-09,Long-term migrant,Arrivals,Male,5-9 years,247,0,Final
2014-10,2019-09,Long-term migrant,Arrivals,Male,60-64 years,200,0,Final
2014-10,2019-09,Long-term migrant,Arrivals,Male,65-69 years,88,0,Final
2014-10,2019-09,Long-term migrant,Arrivals,Male,70-74 years,53,0,Final
2014-10,2019-09,Long-term migrant,Arrivals,Male,75-79 years,31,0,Final
2014-10,2019-09,Long-term migrant,Arrivals,Male,80-84 years,11,0,Final
2014-10,2019-09,Long-term migrant,Arrivals,Male,85-89 years,4,0,Final
2014-10,2019-09,Long-term migrant,Arrivals,Male,90+ years,1,0,Final
2014-10,2019-09,Long-term migrant,Arrivals,Male,TOTAL,6182,0,Final
2014-10,2019-09,Long-term migrant,Arrivals,TOTAL,0-4 years,722,0,Final
2014-10,2019-09,Long-term migrant,Arrivals,TOTAL,10-14 years,381,0,Final
2014-10,2019-09,Long-term migrant,Arrivals,TOTAL,15-19 years,826,0,Final
2014-10,2019-09,Long-term migrant,Arrivals,TOTAL,20-24 years,1908,0,Final
2014-10,2019-09,Long-term migrant,Arrivals,TOTAL,25-29 years,2353,0,Final
2014-10,2019-09,Long-term migrant,Arrivals,TOTAL,30-34 years,1395,0,Final
2014-10,2019-09,Long-term migrant,Arrivals,TOTAL,35-39 years,840,0,Final
2014-10,2019-09,Long-term migrant,Arrivals,TOTAL,40-44 years,613,0,Final
2014-10,2019-09,Long-term migrant,Arrivals,TOTAL,45-49 years,404,0,Final
2014-10,2019-09,Long-term migrant,Arrivals,TOTAL,50-54 years,364,0,Final
2014-10,2019-09,Long-term migrant,Arrivals,TOTAL,55-59 years,367,0,Final
2014-10,2019-09,Long-term migrant,Arrivals,TOTAL,5-9 years,466,0,Final
2014-10,2019-09,Long-term migrant,Arrivals,TOTAL,60-64 years,352,0,Final
2014-10,2019-09,Long-term migrant,Arrivals,TOTAL,65-69 years,184,0,Final
2014-10,2019-09,Long-term migrant,Arrivals,TOTAL,70-74 years,110,0,Final
2014-10,2019-09,Long-term migrant,Arrivals,TOTAL,75-79 years,65,0,Final
2014-10,2019-09,Long-term migrant,Arrivals,TOTAL,80-84 years,30,0,Final
2014-10,2019-09,Long-term migrant,Arrivals,TOTAL,85-89 years,10,0,Final
2014-10,2019-09,Long-term migrant,Arrivals,TOTAL,90+ years,5,0,Final
2014-10,2019-09,Long-term migrant,Arrivals,TOTAL,TOTAL,11395,0,Final
2014-10,2019-09,Long-term migrant,Departures,Female,0-4 years,217,0,Final
2014-10,2019-09,Long-term migrant,Departures,Female,10-14 years,105,0,Final
2014-10,2019-09,Long-term migrant,Departures,Female,15-19 years,142,0,Final
2014-10,2019-09,Long-term migrant,Departures,Female,20-24 years,464,0,Final
2014-10,2019-09,Long-term migrant,Departures,Female,25-29 years,531,0,Final
2014-10,2019-09,Long-term migrant,Departures,Female,30-34 years,306,0,Final
2014-10,2019-09,Long-term migrant,Departures,Female,35-39 years,202,0,Final
2014-10,2019-09,Long-term migrant,Departures,Female,40-44 years,137,0,Final
2014-10,2019-09,Long-term migrant,Departures,Female,45-49 years,119,0,Final
2014-10,2019-09,Long-term migrant,Departures,Female,50-54 years,110,0,Final
2014-10,2019-09,Long-term migrant,Departures,Female,55-59 years,108,0,Final
2014-10,2019-09,Long-term migrant,Departures,Female,5-9 years,122,0,Final
2014-10,2019-09,Long-term migrant,Departures,Female,60-64 years,73,0,Final
2014-10,2019-09,Long-term migrant,Departures,Female,65-69 years,52,0,Final
2014-10,2019-09,Long-term migrant,Departures,Female,70-74 years,30,0,Final
2014-10,2019-09,Long-term migrant,Departures,Female,75-79 years,15,0,Final
2014-10,2019-09,Long-term migrant,Departures,Female,80-84 years,10,0,Final
2014-10,2019-09,Long-term migrant,Departures,Female,85-89 years,5,0,Final
2014-10,2019-09,Long-term migrant,Departures,Female,90+ years,1,0,Final
2014-10,2019-09,Long-term migrant,Departures,Female,TOTAL,2749,0,Final
2014-10,2019-09,Long-term migrant,Departures,Male,0-4 years,208,0,Final
2014-10,2019-09,Long-term migrant,Departures,Male,10-14 years,97,0,Final
2014-10,2019-09,Long-term migrant,Departures,Male,15-19 years,158,0,Final
2014-10,2019-09,Long-term migrant,Departures,Male,20-24 years,487,0,Final
2014-10,2019-09,Long-term migrant,Departures,Male,25-29 years,544,0,Final
2014-10,2019-09,Long-term migrant,Departures,Male,30-34 years,358,0,Final
2014-10,2019-09,Long-term migrant,Departures,Male,35-39 years,226,0,Final
2014-10,2019-09,Long-term migrant,Departures,Male,40-44 years,198,0,Final
2014-10,2019-09,Long-term migrant,Departures,Male,45-49 years,158,0,Final
2014-10,2019-09,Long-term migrant,Departures,Male,50-54 years,125,0,Final
2014-10,2019-09,Long-term migrant,Departures,Male,55-59 years,105,0,Final
2014-10,2019-09,Long-term migrant,Departures,Male,5-9 years,123,0,Final
2014-10,2019-09,Long-term migrant,Departures,Male,60-64 years,62,0,Final
2014-10,2019-09,Long-term migrant,Departures,Male,65-69 years,52,0,Final
2014-10,2019-09,Long-term migrant,Departures,Male,70-74 years,25,0,Final
2014-10,2019-09,Long-term migrant,Departures,Male,75-79 years,14,0,Final
2014-10,2019-09,Long-term migrant,Departures,Male,80-84 years,9,0,Final
2014-10,2019-09,Long-term migrant,Departures,Male,85-89 years,1,0,Final
2014-10,2019-09,Long-term migrant,Departures,Male,90+ years,2,0,Final
2014-10,2019-09,Long-term migrant,Departures,Male,TOTAL,2952,0,Final
2014-10,2019-09,Long-term migrant,Departures,TOTAL,0-4 years,425,0,Final
2014-10,2019-09,Long-term migrant,Departures,TOTAL,10-14 years,202,0,Final
2014-10,2019-09,Long-term migrant,Departures,TOTAL,15-19 years,300,0,Final
2014-10,2019-09,Long-term migrant,Departures,TOTAL,20-24 years,951,0,Final
2014-10,2019-09,Long-term migrant,Departures,TOTAL,25-29 years,1075,0,Final
2014-10,2019-09,Long-term migrant,Departures,TOTAL,30-34 years,664,0,Final
2014-10,2019-09,Long-term migrant,Departures,TOTAL,35-39 years,428,0,Final
2014-10,2019-09,Long-term migrant,Departures,TOTAL,40-44 years,335,0,Final
2014-10,2019-09,Long-term migrant,Departures,TOTAL,45-49 years,277,0,Final
2014-10,2019-09,Long-term migrant,Departures,TOTAL,50-54 years,235,0,Final
2014-10,2019-09,Long-term migrant,Departures,TOTAL,55-59 years,213,0,Final
2014-10,2019-09,Long-term migrant,Departures,TOTAL,5-9 years,245,0,Final
2014-10,2019-09,Long-term migrant,Departures,TOTAL,60-64 years,135,0,Final
2014-10,2019-09,Long-term migrant,Departures,TOTAL,65-69 years,104,0,Final
2014-10,2019-09,Long-term migrant,Departures,TOTAL,70-74 years,55,0,Final
2014-10,2019-09,Long-term migrant,Departures,TOTAL,75-79 years,29,0,Final
2014-10,2019-09,Long-term migrant,Departures,TOTAL,80-84 years,19,0,Final
2014-10,2019-09,Long-term migrant,Departures,TOTAL,85-89 years,6,0,Final
2014-10,2019-09,Long-term migrant,Departures,TOTAL,90+ years,3,0,Final
2014-10,2019-09,Long-term migrant,Departures,TOTAL,TOTAL,5701,0,Final
2014-10,2019-09,Long-term migrant,Net,Female,0-4 years,116,0,Final
2014-10,2019-09,Long-term migrant,Net,Female,10-14 years,71,0,Final
2014-10,2019-09,Long-term migrant,Net,Female,15-19 years,155,0,Final
2014-10,2019-09,Long-term migrant,Net,Female,20-24 years,320,0,Final
2014-10,2019-09,Long-term migrant,Net,Female,25-29 years,661,0,Final
2014-10,2019-09,Long-term migrant,Net,Female,30-34 years,340,0,Final
2014-10,2019-09,Long-term migrant,Net,Female,35-39 years,204,0,Final
2014-10,2019-09,Long-term migrant,Net,Female,40-44 years,119,0,Final
2014-10,2019-09,Long-term migrant,Net,Female,45-49 years,57,0,Final
2014-10,2019-09,Long-term migrant,Net,Female,50-54 years,55,0,Final
2014-10,2019-09,Long-term migrant,Net,Female,55-59 years,87,0,Final
2014-10,2019-09,Long-term migrant,Net,Female,5-9 years,97,0,Final
2014-10,2019-09,Long-term migrant,Net,Female,60-64 years,79,0,Final
2014-10,2019-09,Long-term migrant,Net,Female,65-69 years,44,0,Final
2014-10,2019-09,Long-term migrant,Net,Female,70-74 years,27,0,Final
2014-10,2019-09,Long-term migrant,Net,Female,75-79 years,19,0,Final
2014-10,2019-09,Long-term migrant,Net,Female,80-84 years,9,0,Final
2014-10,2019-09,Long-term migrant,Net,Female,85-89 years,1,0,Final
2014-10,2019-09,Long-term migrant,Net,Female,90+ years,3,0,Final
2014-10,2019-09,Long-term migrant,Net,Female,TOTAL,2464,0,Final
2014-10,2019-09,Long-term migrant,Net,Male,0-4 years,181,0,Final
2014-10,2019-09,Long-term migrant,Net,Male,10-14 years,108,0,Final
2014-10,2019-09,Long-term migrant,Net,Male,15-19 years,371,0,Final
2014-10,2019-09,Long-term migrant,Net,Male,20-24 years,637,0,Final
2014-10,2019-09,Long-term migrant,Net,Male,25-29 years,617,0,Final
2014-10,2019-09,Long-term migrant,Net,Male,30-34 years,391,0,Final
2014-10,2019-09,Long-term migrant,Net,Male,35-39 years,208,0,Final
2014-10,2019-09,Long-term migrant,Net,Male,40-44 years,159,0,Final
2014-10,2019-09,Long-term migrant,Net,Male,45-49 years,70,0,Final
2014-10,2019-09,Long-term migrant,Net,Male,50-54 years,74,0,Final
2014-10,2019-09,Long-term migrant,Net,Male,55-59 years,67,0,Final
2014-10,2019-09,Long-term migrant,Net,Male,5-9 years,124,0,Final
2014-10,2019-09,Long-term migrant,Net,Male,60-64 years,138,0,Final
2014-10,2019-09,Long-term migrant,Net,Male,65-69 years,36,0,Final
2014-10,2019-09,Long-term migrant,Net,Male,70-74 years,28,0,Final
2014-10,2019-09,Long-term migrant,Net,Male,75-79 years,17,0,Final
2014-10,2019-09,Long-term migrant,Net,Male,80-84 years,2,0,Final
2014-10,2019-09,Long-term migrant,Net,Male,85-89 years,3,0,Final
2014-10,2019-09,Long-term migrant,Net,Male,90+ years,-1,0,Final
2014-10,2019-09,Long-term migrant,Net,Male,TOTAL,3230,0,Final
2014-10,2019-09,Long-term migrant,Net,TOTAL,0-4 years,297,0,Final
2014-10,2019-09,Long-term migrant,Net,TOTAL,10-14 years,179,0,Final
2014-10,2019-09,Long-term migrant,Net,TOTAL,15-19 years,526,0,Final
2014-10,2019-09,Long-term migrant,Net,TOTAL,20-24 years,957,0,Final
2014-10,2019-09,Long-term migrant,Net,TOTAL,25-29 years,1278,0,Final
2014-10,2019-09,Long-term migrant,Net,TOTAL,30-34 years,731,0,Final
2014-10,2019-09,Long-term migrant,Net,TOTAL,35-39 years,412,0,Final
2014-10,2019-09,Long-term migrant,Net,TOTAL,40-44 years,278,0,Final
2014-10,2019-09,Long-term migrant,Net,TOTAL,45-49 years,127,0,Final
2014-10,2019-09,Long-term migrant,Net,TOTAL,50-54 years,129,0,Final
2014-10,2019-09,Long-term migrant,Net,TOTAL,55-59 years,154,0,Final
2014-10,2019-09,Long-term migrant,Net,TOTAL,5-9 years,221,0,Final
2014-10,2019-09,Long-term migrant,Net,TOTAL,60-64 years,217,0,Final
2014-10,2019-09,Long-term migrant,Net,TOTAL,65-69 years,80,0,Final
2014-10,2019-09,Long-term migrant,Net,TOTAL,70-74 years,55,0,Final
2014-10,2019-09,Long-term migrant,Net,TOTAL,75-79 years,36,0,Final
2014-10,2019-09,Long-term migrant,Net,TOTAL,80-84 years,11,0,Final
2014-10,2019-09,Long-term migrant,Net,TOTAL,85-89 years,4,0,Final
2014-10,2019-09,Long-term migrant,Net,TOTAL,90+ years,2,0,Final
2014-10,2019-09,Long-term migrant,Net,TOTAL,TOTAL,5694,0,Final
2014-09,2019-09,Long-term migrant,Arrivals,Female,0-4 years,374,0,Final
2014-09,2019-09,Long-term migrant,Arrivals,Female,10-14 years,199,0,Final
2014-09,2019-09,Long-term migrant,Arrivals,Female,15-19 years,353,0,Final
2014-09,2019-09,Long-term migrant,Arrivals,Female,20-24 years,945,0,Final
2014-09,2019-09,Long-term migrant,Arrivals,Female,25-29 years,1167,0,Final
2014-09,2019-09,Long-term migrant,Arrivals,Female,30-34 years,649,0,Final
2014-09,2019-09,Long-term migrant,Arrivals,Female,35-39 years,386,0,Final
2014-09,2019-09,Long-term migrant,Arrivals,Female,40-44 years,287,0,Final
2014-09,2019-09,Long-term migrant,Arrivals,Female,45-49 years,181,0,Final
2014-09,2019-09,Long-term migrant,Arrivals,Female,50-54 years,164,0,Final
2014-09,2019-09,Long-term migrant,Arrivals,Female,55-59 years,187,0,Final
2014-09,2019-09,Long-term migrant,Arrivals,Female,5-9 years,218,0,Final
2014-09,2019-09,Long-term migrant,Arrivals,Female,60-64 years,164,0,Final
2014-09,2019-09,Long-term migrant,Arrivals,Female,65-69 years,96,0,Final
2014-09,2019-09,Long-term migrant,Arrivals,Female,70-74 years,52,0,Final
2014-09,2019-09,Long-term migrant,Arrivals,Female,75-79 years,37,0,Final
2014-09,2019-09,Long-term migrant,Arrivals,Female,80-84 years,14,0,Final
2014-09,2019-09,Long-term migrant,Arrivals,Female,85-89 years,5,0,Final
2014-09,2019-09,Long-term migrant,Arrivals,Female,90+ years,2,0,Final
2014-09,2019-09,Long-term migrant,Arrivals,Female,TOTAL,5480,0,Final
2014-09,2019-09,Long-term migrant,Arrivals,Male,0-4 years,383,0,Final
2014-09,2019-09,Long-term migrant,Arrivals,Male,10-14 years,194,0,Final
2014-09,2019-09,Long-term migrant,Arrivals,Male,15-19 years,559,0,Final
2014-09,2019-09,Long-term migrant,Arrivals,Male,20-24 years,1207,0,Final
2014-09,2019-09,Long-term migrant,Arrivals,Male,25-29 years,1103,0,Final
2014-09,2019-09,Long-term migrant,Arrivals,Male,30-34 years,722,0,Final
2014-09,2019-09,Long-term migrant,Arrivals,Male,35-39 years,397,0,Final
2014-09,2019-09,Long-term migrant,Arrivals,Male,40-44 years,327,0,Final
2014-09,2019-09,Long-term migrant,Arrivals,Male,45-49 years,231,0,Final
2014-09,2019-09,Long-term migrant,Arrivals,Male,50-54 years,168,0,Final
2014-09,2019-09,Long-term migrant,Arrivals,Male,55-59 years,148,0,Final
2014-09,2019-09,Long-term migrant,Arrivals,Male,5-9 years,299,0,Final
2014-09,2019-09,Long-term migrant,Arrivals,Male,60-64 years,163,0,Final
2014-09,2019-09,Long-term migrant,Arrivals,Male,65-69 years,81,0,Final
2014-09,2019-09,Long-term migrant,Arrivals,Male,70-74 years,56,0,Final
2014-09,2019-09,Long-term migrant,Arrivals,Male,75-79 years,28,0,Final
2014-09,2019-09,Long-term migrant,Arrivals,Male,80-84 years,8,0,Final
2014-09,2019-09,Long-term migrant,Arrivals,Male,85-89 years,5,0,Final
2014-09,2019-09,Long-term migrant,Arrivals,Male,90+ years,4,0,Final
2014-09,2019-09,Long-term migrant,Arrivals,Male,TOTAL,6083,0,Final
2014-09,2019-09,Long-term migrant,Arrivals,TOTAL,0-4 years,757,0,Final
2014-09,2019-09,Long-term migrant,Arrivals,TOTAL,10-14 years,393,0,Final
2014-09,2019-09,Long-term migrant,Arrivals,TOTAL,15-19 years,912,0,Final
2014-09,2019-09,Long-term migrant,Arrivals,TOTAL,20-24 years,2152,0,Final
2014-09,2019-09,Long-term migrant,Arrivals,TOTAL,25-29 years,2270,0,Final
2014-09,2019-09,Long-term migrant,Arrivals,TOTAL,30-34 years,1371,0,Final
2014-09,2019-09,Long-term migrant,Arrivals,TOTAL,35-39 years,783,0,Final
2014-09,2019-09,Long-term migrant,Arrivals,TOTAL,40-44 years,614,0,Final
2014-09,2019-09,Long-term migrant,Arrivals,TOTAL,45-49 years,412,0,Final
2014-09,2019-09,Long-term migrant,Arrivals,TOTAL,50-54 years,332,0,Final
2014-09,2019-09,Long-term migrant,Arrivals,TOTAL,55-59 years,335,0,Final
2014-09,2019-09,Long-term migrant,Arrivals,TOTAL,5-9 years,517,0,Final
2014-09,2019-09,Long-term migrant,Arrivals,TOTAL,60-64 years,327,0,Final
2014-09,2019-09,Long-term migrant,Arrivals,TOTAL,65-69 years,177,0,Final
2014-09,2019-09,Long-term migrant,Arrivals,TOTAL,70-74 years,108,0,Final
2014-09,2019-09,Long-term migrant,Arrivals,TOTAL,75-79 years,65,0,Final
2014-09,2019-09,Long-term migrant,Arrivals,TOTAL,80-84 years,22,0,Final
2014-09,2019-09,Long-term migrant,Arrivals,TOTAL,85-89 years,10,0,Final
2014-09,2019-09,Long-term migrant,Arrivals,TOTAL,90+ years,6,0,Final
2014-09,2019-09,Long-term migrant,Arrivals,TOTAL,TOTAL,11563,0,Final
2014-09,2019-09,Long-term migrant,Departures,Female,0-4 years,227,0,Final
2014-09,2019-09,Long-term migrant,Departures,Female,10-14 years,120,0,Final
2014-09,2019-09,Long-term migrant,Departures,Female,15-19 years,196,0,Final
2014-09,2019-09,Long-term migrant,Departures,Female,20-24 years,479,0,Final
2014-09,2019-09,Long-term migrant,Departures,Female,25-29 years,557,0,Final
2014-09,2019-09,Long-term migrant,Departures,Female,30-34 years,325,0,Final
2014-09,2019-09,Long-term migrant,Departures,Female,35-39 years,201,0,Final
2014-09,2019-09,Long-term migrant,Departures,Female,40-44 years,156,0,Final
2014-09,2019-09,Long-term migrant,Departures,Female,45-49 years,164,0,Final
2014-09,2019-09,Long-term migrant,Departures,Female,50-54 years,123,0,Final
2014-09,2019-09,Long-term migrant,Departures,Female,55-59 years,115,0,Final
2014-09,2019-09,Long-term migrant,Departures,Female,5-9 years,154,0,Final
2014-09,2019-09,Long-term migrant,Departures,Female,60-64 years,81,0,Final
2014-09,2019-09,Long-term migrant,Departures,Female,65-69 years,62,0,Final
2014-09,2019-09,Long-term migrant,Departures,Female,70-74 years,39,0,Final
2014-09,2019-09,Long-term migrant,Departures,Female,75-79 years,13,0,Final
2014-09,2019-09,Long-term migrant,Departures,Female,80-84 years,9,0,Final
2014-09,2019-09,Long-term migrant,Departures,Female,85-89 years,2,0,Final
2014-09,2019-09,Long-term migrant,Departures,Female,90+ years,0,0,Final
2014-09,2019-09,Long-term migrant,Departures,Female,TOTAL,3023,0,Final
2014-09,2019-09,Long-term migrant,Departures,Male,0-4 years,229,0,Final
2014-09,2019-09,Long-term migrant,Departures,Male,10-14 years,142,0,Final
2014-09,2019-09,Long-term migrant,Departures,Male,15-19 years,202,0,Final
2014-09,2019-09,Long-term migrant,Departures,Male,20-24 years,520,0,Final
2014-09,2019-09,Long-term migrant,Departures,Male,25-29 years,565,0,Final
2014-09,2019-09,Long-term migrant,Departures,Male,30-34 years,343,0,Final
2014-09,2019-09,Long-term migrant,Departures,Male,35-39 years,206,0,Final
2014-09,2019-09,Long-term migrant,Departures,Male,40-44 years,198,0,Final
2014-09,2019-09,Long-term migrant,Departures,Male,45-49 years,164,0,Final
2014-09,2019-09,Long-term migrant,Departures,Male,50-54 years,138,0,Final
2014-09,2019-09,Long-term migrant,Departures,Male,55-59 years,108,0,Final
2014-09,2019-09,Long-term migrant,Departures,Male,5-9 years,163,0,Final
2014-09,2019-09,Long-term migrant,Departures,Male,60-64 years,58,0,Final
2014-09,2019-09,Long-term migrant,Departures,Male,65-69 years,44,0,Final
2014-09,2019-09,Long-term migrant,Departures,Male,70-74 years,33,0,Final
2014-09,2019-09,Long-term migrant,Departures,Male,75-79 years,20,0,Final
2014-09,2019-09,Long-term migrant,Departures,Male,80-84 years,8,0,Final
2014-09,2019-09,Long-term migrant,Departures,Male,85-89 years,3,0,Final
2014-09,2019-09,Long-term migrant,Departures,Male,90+ years,2,0,Final
2014-09,2019-09,Long-term migrant,Departures,Male,TOTAL,3146,0,Final
2014-09,2019-09,Long-term migrant,Departures,TOTAL,0-4 years,456,0,Final
2014-09,2019-09,Long-term migrant,Departures,TOTAL,10-14 years,262,0,Final
2014-09,2019-09,Long-term migrant,Departures,TOTAL,15-19 years,398,0,Final
2014-09,2019-09,Long-term migrant,Departures,TOTAL,20-24 years,999,0,Final
2014-09,2019-09,Long-term migrant,Departures,TOTAL,25-29 years,1122,0,Final
2014-09,2019-09,Long-term migrant,Departures,TOTAL,30-34 years,668,0,Final
2014-09,2019-09,Long-term migrant,Departures,TOTAL,35-39 years,407,0,Final
2014-09,2019-09,Long-term migrant,Departures,TOTAL,40-44 years,354,0,Final
2014-09,2019-09,Long-term migrant,Departures,TOTAL,45-49 years,328,0,Final
2014-09,2019-09,Long-term migrant,Departures,TOTAL,50-54 years,261,0,Final
2014-09,2019-09,Long-term migrant,Departures,TOTAL,55-59 years,223,0,Final
2014-09,2019-09,Long-term migrant,Departures,TOTAL,5-9 years,317,0,Final
2014-09,2019-09,Long-term migrant,Departures,TOTAL,60-64 years,139,0,Final
2014-09,2019-09,Long-term migrant,Departures,TOTAL,65-69 years,106,0,Final
2014-09,2019-09,Long-term migrant,Departures,TOTAL,70-74 years,72,0,Final
2014-09,2019-09,Long-term migrant,Departures,TOTAL,75-79 years,33,0,Final
2014-09,2019-09,Long-term migrant,Departures,TOTAL,80-84 years,17,0,Final
2014-09,2019-09,Long-term migrant,Departures,TOTAL,85-89 years,5,0,Final
2014-09,2019-09,Long-term migrant,Departures,TOTAL,90+ years,2,0,Final
2014-09,2019-09,Long-term migrant,Departures,TOTAL,TOTAL,6169,0,Final
2014-09,2019-09,Long-term migrant,Net,Female,0-4 years,147,0,Final
2014-09,2019-09,Long-term migrant,Net,Female,10-14 years,79,0,Final
2014-09,2019-09,Long-term migrant,Net,Female,15-19 years,157,0,Final
2014-09,2019-09,Long-term migrant,Net,Female,20-24 years,466,0,Final
2014-09,2019-09,Long-term migrant,Net,Female,25-29 years,610,0,Final
2014-09,2019-09,Long-term migrant,Net,Female,30-34 years,324,0,Final
2014-09,2019-09,Long-term migrant,Net,Female,35-39 years,185,0,Final
2014-09,2019-09,Long-term migrant,Net,Female,40-44 years,131,0,Final
2014-09,2019-09,Long-term migrant,Net,Female,45-49 years,17,0,Final
2014-09,2019-09,Long-term migrant,Net,Female,50-54 years,41,0,Final
2014-09,2019-09,Long-term migrant,Net,Female,55-59 years,72,0,Final
2014-09,2019-09,Long-term migrant,Net,Female,5-9 years,64,0,Final
2014-09,2019-09,Long-term migrant,Net,Female,60-64 years,83,0,Final
2014-09,2019-09,Long-term migrant,Net,Female,65-69 years,34,0,Final
2014-09,2019-09,Long-term migrant,Net,Female,70-74 years,13,0,Final
2014-09,2019-09,Long-term migrant,Net,Female,75-79 years,24,0,Final
2014-09,2019-09,Long-term migrant,Net,Female,80-84 years,5,0,Final
2014-09,2019-09,Long-term migrant,Net,Female,85-89 years,3,0,Final
2014-09,2019-09,Long-term migrant,Net,Female,90+ years,2,0,Final
2014-09,2019-09,Long-term migrant,Net,Female,TOTAL,2457,0,Final
2014-09,2019-09,Long-term migrant,Net,Male,0-4 years,154,0,Final
2014-09,2019-09,Long-term migrant,Net,Male,10-14 years,52,0,Final
2014-09,2019-09,Long-term migrant,Net,Male,15-19 years,357,0,Final
2014-09,2019-09,Long-term migrant,Net,Male,20-24 years,687,0,Final
2014-09,2019-09,Long-term migrant,Net,Male,25-29 years,538,0,Final
2014-09,2019-09,Long-term migrant,Net,Male,30-34 years,379,0,Final
2014-09,2019-09,Long-term migrant,Net,Male,35-39 years,191,0,Final
2014-09,2019-09,Long-term migrant,Net,Male,40-44 years,129,0,Final
2014-09,2019-09,Long-term migrant,Net,Male,45-49 years,67,0,Final
2014-09,2019-09,Long-term migrant,Net,Male,50-54 years,30,0,Final
2014-09,2019-09,Long-term migrant,Net,Male,55-59 years,40,0,Final
2014-09,2019-09,Long-term migrant,Net,Male,5-9 years,136,0,Final
2014-09,2019-09,Long-term migrant,Net,Male,60-64 years,105,0,Final
2014-09,2019-09,Long-term migrant,Net,Male,65-69 years,37,0,Final
2014-09,2019-09,Long-term migrant,Net,Male,70-74 years,23,0,Final
2014-09,2019-09,Long-term migrant,Net,Male,75-79 years,8,0,Final
2014-09,2019-09,Long-term migrant,Net,Male,80-84 years,0,0,Final
2014-09,2019-09,Long-term migrant,Net,Male,85-89 years,2,0,Final
2014-09,2019-09,Long-term migrant,Net,Male,90+ years,2,0,Final
2014-09,2019-09,Long-term migrant,Net,Male,TOTAL,2937,0,Final
2014-09,2019-09,Long-term migrant,Net,TOTAL,0-4 years,301,0,Final
2014-09,2019-09,Long-term migrant,Net,TOTAL,10-14 years,131,0,Final
2014-09,2019-09,Long-term migrant,Net,TOTAL,15-19 years,514,0,Final
2014-09,2019-09,Long-term migrant,Net,TOTAL,20-24 years,1153,0,Final
2014-09,2019-09,Long-term migrant,Net,TOTAL,25-29 years,1148,0,Final
2014-09,2019-09,Long-term migrant,Net,TOTAL,30-34 years,703,0,Final
2014-09,2019-09,Long-term migrant,Net,TOTAL,35-39 years,376,0,Final
2014-09,2019-09,Long-term migrant,Net,TOTAL,40-44 years,260,0,Final
2014-09,2019-09,Long-term migrant,Net,TOTAL,45-49 years,84,0,Final
2014-09,2019-09,Long-term migrant,Net,TOTAL,50-54 years,71,0,Final
2014-09,2019-09,Long-term migrant,Net,TOTAL,55-59 years,112,0,Final
2014-09,2019-09,Long-term migrant,Net,TOTAL,5-9 years,200,0,Final
2014-09,2019-09,Long-term migrant,Net,TOTAL,60-64 years,188,0,Final
2014-09,2019-09,Long-term migrant,Net,TOTAL,65-69 years,71,0,Final
2014-09,2019-09,Long-term migrant,Net,TOTAL,70-74 years,36,0,Final
2014-09,2019-09,Long-term migrant,Net,TOTAL,75-79 years,32,0,Final
2014-09,2019-09,Long-term migrant,Net,TOTAL,80-84 years,5,0,Final
2014-09,2019-09,Long-term migrant,Net,TOTAL,85-89 years,5,0,Final
2014-09,2019-09,Long-term migrant,Net,TOTAL,90+ years,4,0,Final
2014-09,2019-09,Long-term migrant,Net,TOTAL,TOTAL,5394,0,Final
2014-08,2019-09,Long-term migrant,Arrivals,Female,0-4 years,338,0,Final
2014-08,2019-09,Long-term migrant,Arrivals,Female,10-14 years,207,0,Final
2014-08,2019-09,Long-term migrant,Arrivals,Female,15-19 years,415,0,Final
2014-08,2019-09,Long-term migrant,Arrivals,Female,20-24 years,777,0,Final
2014-08,2019-09,Long-term migrant,Arrivals,Female,25-29 years,1051,0,Final
2014-08,2019-09,Long-term migrant,Arrivals,Female,30-34 years,613,0,Final
2014-08,2019-09,Long-term migrant,Arrivals,Female,35-39 years,333,0,Final
2014-08,2019-09,Long-term migrant,Arrivals,Female,40-44 years,315,0,Final
2014-08,2019-09,Long-term migrant,Arrivals,Female,45-49 years,175,0,Final
2014-08,2019-09,Long-term migrant,Arrivals,Female,50-54 years,171,0,Final
2014-08,2019-09,Long-term migrant,Arrivals,Female,55-59 years,188,0,Final
2014-08,2019-09,Long-term migrant,Arrivals,Female,5-9 years,289,0,Final
2014-08,2019-09,Long-term migrant,Arrivals,Female,60-64 years,144,0,Final
2014-08,2019-09,Long-term migrant,Arrivals,Female,65-69 years,85,0,Final
2014-08,2019-09,Long-term migrant,Arrivals,Female,70-74 years,41,0,Final
2014-08,2019-09,Long-term migrant,Arrivals,Female,75-79 years,18,0,Final
2014-08,2019-09,Long-term migrant,Arrivals,Female,80-84 years,11,0,Final
2014-08,2019-09,Long-term migrant,Arrivals,Female,85-89 years,8,0,Final
2014-08,2019-09,Long-term migrant,Arrivals,Female,90+ years,3,0,Final
2014-08,2019-09,Long-term migrant,Arrivals,Female,TOTAL,5182,0,Final
2014-08,2019-09,Long-term migrant,Arrivals,Male,0-4 years,401,0,Final
2014-08,2019-09,Long-term migrant,Arrivals,Male,10-14 years,208,0,Final
2014-08,2019-09,Long-term migrant,Arrivals,Male,15-19 years,624,0,Final
2014-08,2019-09,Long-term migrant,Arrivals,Male,20-24 years,1140,0,Final
2014-08,2019-09,Long-term migrant,Arrivals,Male,25-29 years,1105,0,Final
